"","Municipi","Districte","Secció","Indicadores de renta media y mediana","Periodo","Renda"
"4500","Tàrrega",3,3,"Renta neta media por persona",2022,13549
"4501","Tàrrega",4,1,"Renta neta media por persona",2022,12704
"4502","Tàrrega",4,2,"Renta neta media por persona",2022,13331
"4503","Tarrés",1,1,"Renta neta media por persona",2022,14353
"4504","Tarroja de Segarra",1,1,"Renta neta media por persona",2022,13687
"4505","Térmens",1,1,"Renta neta media por persona",2022,14150
"4506","Tírvia",1,1,"Renta neta media por persona",2022,12790
"4507","Torà",1,1,"Renta neta media por persona",2022,14989
"4508","els Torms",1,1,"Renta neta media por persona",2022,12816
"4509","Tornabous",1,1,"Renta neta media por persona",2022,12621
"4510","Torrebesses",1,1,"Renta neta media por persona",2022,12840
"4511","la Torre de Cabdella",1,1,"Renta neta media por persona",2022,20097
"4512","Torrefarrera",1,1,"Renta neta media por persona",2022,13559
"4513","Torrefarrera",1,2,"Renta neta media por persona",2022,16690
"4514","Torregrossa",1,1,"Renta neta media por persona",2022,13022
"4515","Torrelameu",1,1,"Renta neta media por persona",2022,13655
"4516","Torres de Segre",1,1,"Renta neta media por persona",2022,12694
"4517","Torre-serona",1,1,"Renta neta media por persona",2022,15508
"4518","Tremp",1,1,"Renta neta media por persona",2022,13936
"4519","Tremp",1,2,"Renta neta media por persona",2022,15034
"4520","Tremp",2,1,"Renta neta media por persona",2022,13638
"4521","Tremp",2,2,"Renta neta media por persona",2022,14722
"4522","Tremp",3,1,"Renta neta media por persona",2022,12949
"4523","Vallbona de les Monges",1,1,"Renta neta media por persona",2022,15257
"4524","les Valls de Valira",1,1,"Renta neta media por persona",2022,10933
"4525","Vallfogona de Balaguer",1,1,"Renta neta media por persona",2022,14625
"4526","Verdú",1,1,"Renta neta media por persona",2022,13283
"4527","Vielha e Mijaran",1,1,"Renta neta media por persona",2022,14115
"4528","Vielha e Mijaran",1,2,"Renta neta media por persona",2022,15887
"4529","Vielha e Mijaran",1,3,"Renta neta media por persona",2022,15817
"4530","Vilagrassa",1,1,"Renta neta media por persona",2022,15040
"4531","Vilaller",1,1,"Renta neta media por persona",2022,15579
"4532","Vilamòs",1,1,"Renta neta media por persona",2022,24052
"4533","Vilanova de Bellpuig",1,1,"Renta neta media por persona",2022,14369
"4534","Vilanova de l'Aguda",1,1,"Renta neta media por persona",2022,14554
"4535","Vilanova de Meià",1,1,"Renta neta media por persona",2022,15480
"4536","Vilanova de Segrià",1,1,"Renta neta media por persona",2022,13916
"4537","Vila-sana",1,1,"Renta neta media por persona",2022,15324
"4538","el Vilosell",1,1,"Renta neta media por persona",2022,15444
"4539","Vilanova de la Barca",1,1,"Renta neta media por persona",2022,15032
"4540","Vinaixa",1,1,"Renta neta media por persona",2022,13435
"4541","Vall de Cardós",1,1,"Renta neta media por persona",2022,16394
"4542","Sant Martí de Riucorb",1,1,"Renta neta media por persona",2022,13372
"4543","la Guingueta d'Àneu",1,1,"Renta neta media por persona",2022,16836
"4544","Castell de Mur",1,1,"Renta neta media por persona",2022,15862
"4545","Ribera d'Ondara",1,1,"Renta neta media por persona",2022,13999
"4546","les Valls d'Aguilar",1,1,"Renta neta media por persona",2022,12709
"4547","Torrefeta i Florejacs",1,1,"Renta neta media por persona",2022,14547
"4548","Fígols i Alinyà",1,1,"Renta neta media por persona",2022,13113
"4549","la Vansa i Fórnols",1,1,"Renta neta media por persona",2022,15166
"4550","Josa i Tuixén",1,1,"Renta neta media por persona",2022,15161
"4551","els Plans de Sió",1,1,"Renta neta media por persona",2022,15169
"4552","Gimenells i el Pla de la Font",1,1,"Renta neta media por persona",2022,13331
"4553","Riu de Cerdanya",1,1,"Renta neta media por persona",2022,18046
"4554","Aiguamúrcia",NA,NA,"Renta neta media por persona",2022,12665
"4555","Aiguamúrcia",1,NA,"Renta neta media por persona",2022,12665
"4556","Aiguamúrcia",1,1,"Renta neta media por persona",2022,12665
"4557","Albinyana",NA,NA,"Renta neta media por persona",2022,12484
"4558","Albinyana",1,NA,"Renta neta media por persona",2022,12484
"4559","Albinyana",1,1,"Renta neta media por persona",2022,12484
"4560","l'Albiol",NA,NA,"Renta neta media por persona",2022,14858
"4561","l'Albiol",1,NA,"Renta neta media por persona",2022,14858
"4562","l'Albiol",1,1,"Renta neta media por persona",2022,14858
"4563","Alcanar",NA,NA,"Renta neta media por persona",2022,11618
"4564","Alcanar",1,NA,"Renta neta media por persona",2022,11965
"4565","Alcanar",1,1,"Renta neta media por persona",2022,10874
"4566","Alcanar",1,2,"Renta neta media por persona",2022,11169
"4567","Alcanar",1,3,"Renta neta media por persona",2022,13805
"4568","Alcanar",1,4,"Renta neta media por persona",2022,10776
"4569","Alcanar",2,NA,"Renta neta media por persona",2022,10140
"4570","Alcanar",2,1,"Renta neta media por persona",2022,10362
"4571","Alcanar",2,2,"Renta neta media por persona",2022,9739
"4572","Alcover",NA,NA,"Renta neta media por persona",2022,13811
"4573","Alcover",1,NA,"Renta neta media por persona",2022,13692
"4574","Alcover",1,1,"Renta neta media por persona",2022,13692
"4575","Alcover",2,NA,"Renta neta media por persona",2022,13929
"4576","Alcover",2,1,"Renta neta media por persona",2022,13929
"4577","Aldover",NA,NA,"Renta neta media por persona",2022,12705
"4578","Aldover",1,NA,"Renta neta media por persona",2022,12705
"4579","Aldover",1,1,"Renta neta media por persona",2022,12705
"4580","l'Aleixar",NA,NA,"Renta neta media por persona",2022,13848
"4581","l'Aleixar",1,NA,"Renta neta media por persona",2022,13848
"4582","l'Aleixar",1,1,"Renta neta media por persona",2022,13848
"4583","Alfara de Carles",NA,NA,"Renta neta media por persona",2022,11989
"4584","Alfara de Carles",1,NA,"Renta neta media por persona",2022,11989
"4585","Alfara de Carles",1,1,"Renta neta media por persona",2022,11989
"4586","Alforja",NA,NA,"Renta neta media por persona",2022,13604
"4587","Alforja",1,NA,"Renta neta media por persona",2022,13604
"4588","Alforja",1,1,"Renta neta media por persona",2022,13604
"4589","Alió",NA,NA,"Renta neta media por persona",2022,12668
"4590","Alió",1,NA,"Renta neta media por persona",2022,12668
"4591","Alió",1,1,"Renta neta media por persona",2022,12668
"4592","Almoster",NA,NA,"Renta neta media por persona",2022,20157
"4593","Almoster",1,NA,"Renta neta media por persona",2022,20157
"4594","Almoster",1,1,"Renta neta media por persona",2022,20157
"4595","Altafulla",NA,NA,"Renta neta media por persona",2022,17972
"4596","Altafulla",1,NA,"Renta neta media por persona",2022,17972
"4597","Altafulla",1,1,"Renta neta media por persona",2022,15865
"4598","Altafulla",1,2,"Renta neta media por persona",2022,18100
"4599","Altafulla",1,3,"Renta neta media por persona",2022,19134
"4600","l'Ametlla de Mar",NA,NA,"Renta neta media por persona",2022,12900
"4601","l'Ametlla de Mar",1,NA,"Renta neta media por persona",2022,12900
"4602","l'Ametlla de Mar",1,1,"Renta neta media por persona",2022,13386
"4603","l'Ametlla de Mar",1,2,"Renta neta media por persona",2022,12248
"4604","l'Ametlla de Mar",1,3,"Renta neta media por persona",2022,12891
"4605","Amposta",NA,NA,"Renta neta media por persona",2022,11804
"4606","Amposta",1,NA,"Renta neta media por persona",2022,11765
"4607","Amposta",1,1,"Renta neta media por persona",2022,11470
"4608","Amposta",1,2,"Renta neta media por persona",2022,11958
"4609","Amposta",2,NA,"Renta neta media por persona",2022,11073
"4610","Amposta",2,1,"Renta neta media por persona",2022,11313
"4611","Amposta",2,2,"Renta neta media por persona",2022,10817
"4612","Amposta",3,NA,"Renta neta media por persona",2022,11456
"4613","Amposta",3,1,"Renta neta media por persona",2022,11790
"4614","Amposta",3,2,"Renta neta media por persona",2022,11281
"4615","Amposta",4,NA,"Renta neta media por persona",2022,11991
"4616","Amposta",4,1,"Renta neta media por persona",2022,11262
"4617","Amposta",4,2,"Renta neta media por persona",2022,11436
"4618","Amposta",4,3,"Renta neta media por persona",2022,11644
"4619","Amposta",4,4,"Renta neta media por persona",2022,13402
"4620","Amposta",4,5,"Renta neta media por persona",2022,11473
"4621","Amposta",4,6,"Renta neta media por persona",2022,12077
"4622","Arbolí",NA,NA,"Renta neta media por persona",2022,15530
"4623","Arbolí",1,NA,"Renta neta media por persona",2022,15530
"4624","Arbolí",1,1,"Renta neta media por persona",2022,15530
"4625","l'Arboç",NA,NA,"Renta neta media por persona",2022,12493
"4626","l'Arboç",1,NA,"Renta neta media por persona",2022,12493
"4627","l'Arboç",1,1,"Renta neta media por persona",2022,12045
"4628","l'Arboç",1,2,"Renta neta media por persona",2022,12859
"4629","l'Argentera",NA,NA,"Renta neta media por persona",2022,21796
"4630","l'Argentera",1,NA,"Renta neta media por persona",2022,21796
"4631","l'Argentera",1,1,"Renta neta media por persona",2022,21796
"4632","Arnes",NA,NA,"Renta neta media por persona",2022,12609
"4633","Arnes",1,NA,"Renta neta media por persona",2022,12609
"4634","Arnes",1,1,"Renta neta media por persona",2022,12609
"4635","Ascó",NA,NA,"Renta neta media por persona",2022,16458
"4636","Ascó",1,NA,"Renta neta media por persona",2022,16458
"4637","Ascó",1,1,"Renta neta media por persona",2022,16458
"4638","Banyeres del Penedès",NA,NA,"Renta neta media por persona",2022,14273
"4639","Banyeres del Penedès",1,NA,"Renta neta media por persona",2022,14273
"4640","Banyeres del Penedès",1,1,"Renta neta media por persona",2022,14038
"4641","Banyeres del Penedès",1,2,"Renta neta media por persona",2022,14598
"4642","Barberà de la Conca",NA,NA,"Renta neta media por persona",2022,13949
"4643","Barberà de la Conca",1,NA,"Renta neta media por persona",2022,13949
"4644","Barberà de la Conca",1,1,"Renta neta media por persona",2022,13949
"4645","Batea",NA,NA,"Renta neta media por persona",2022,10999
"4646","Batea",1,NA,"Renta neta media por persona",2022,10999
"4647","Batea",1,1,"Renta neta media por persona",2022,11137
"4648","Batea",1,2,"Renta neta media por persona",2022,10839
"4649","Bellmunt del Priorat",NA,NA,"Renta neta media por persona",2022,12302
"4650","Bellmunt del Priorat",1,NA,"Renta neta media por persona",2022,12302
"4651","Bellmunt del Priorat",1,1,"Renta neta media por persona",2022,12302
"4652","Bellvei",NA,NA,"Renta neta media por persona",2022,12585
"4653","Bellvei",1,NA,"Renta neta media por persona",2022,12585
"4654","Bellvei",1,1,"Renta neta media por persona",2022,12585
"4655","Benifallet",NA,NA,"Renta neta media por persona",2022,12639
"4656","Benifallet",1,NA,"Renta neta media por persona",2022,12639
"4657","Benifallet",1,1,"Renta neta media por persona",2022,12639
"4658","Benissanet",NA,NA,"Renta neta media por persona",2022,12368
"4659","Benissanet",1,NA,"Renta neta media por persona",2022,12368
"4660","Benissanet",1,1,"Renta neta media por persona",2022,12368
"4661","la Bisbal de Falset",NA,NA,"Renta neta media por persona",2022,10675
"4662","la Bisbal de Falset",1,NA,"Renta neta media por persona",2022,10675
"4663","la Bisbal de Falset",1,1,"Renta neta media por persona",2022,10675
"4664","la Bisbal del Penedès",NA,NA,"Renta neta media por persona",2022,12541
"4665","la Bisbal del Penedès",1,NA,"Renta neta media por persona",2022,12541
"4666","la Bisbal del Penedès",1,1,"Renta neta media por persona",2022,13324
"4667","la Bisbal del Penedès",1,2,"Renta neta media por persona",2022,11948
"4668","Blancafort",NA,NA,"Renta neta media por persona",2022,15045
"4669","Blancafort",1,NA,"Renta neta media por persona",2022,15045
"4670","Blancafort",1,1,"Renta neta media por persona",2022,15045
"4671","Bonastre",NA,NA,"Renta neta media por persona",2022,12501
"4672","Bonastre",1,NA,"Renta neta media por persona",2022,12501
"4673","Bonastre",1,1,"Renta neta media por persona",2022,12501
"4674","les Borges del Camp",NA,NA,"Renta neta media por persona",2022,13382
"4675","les Borges del Camp",1,NA,"Renta neta media por persona",2022,13382
"4676","les Borges del Camp",1,1,"Renta neta media por persona",2022,13382
"4677","Bot",NA,NA,"Renta neta media por persona",2022,12184
"4678","Bot",1,NA,"Renta neta media por persona",2022,12184
"4679","Bot",1,1,"Renta neta media por persona",2022,12184
"4680","Botarell",NA,NA,"Renta neta media por persona",2022,14529
"4681","Botarell",1,NA,"Renta neta media por persona",2022,14529
"4682","Botarell",1,1,"Renta neta media por persona",2022,14529
"4683","Bràfim",NA,NA,"Renta neta media por persona",2022,13867
"4684","Bràfim",1,NA,"Renta neta media por persona",2022,13867
"4685","Bràfim",1,1,"Renta neta media por persona",2022,13867
"4686","Cabacés",NA,NA,"Renta neta media por persona",2022,11988
"4687","Cabacés",1,NA,"Renta neta media por persona",2022,11988
"4688","Cabacés",1,1,"Renta neta media por persona",2022,11988
"4689","Cabra del Camp",NA,NA,"Renta neta media por persona",2022,13012
"4690","Cabra del Camp",1,NA,"Renta neta media por persona",2022,13012
"4691","Cabra del Camp",1,1,"Renta neta media por persona",2022,13012
"4692","Calafell",NA,NA,"Renta neta media por persona",2022,13298
"4693","Calafell",1,NA,"Renta neta media por persona",2022,13405
"4694","Calafell",1,1,"Renta neta media por persona",2022,13041
"4695","Calafell",1,2,"Renta neta media por persona",2022,12355
"4696","Calafell",1,3,"Renta neta media por persona",2022,15537
"4697","Calafell",2,NA,"Renta neta media por persona",2022,14884
"4698","Calafell",2,1,"Renta neta media por persona",2022,13302
"4699","Calafell",2,2,"Renta neta media por persona",2022,17490
"4700","Calafell",2,3,"Renta neta media por persona",2022,13081
"4701","Calafell",3,NA,"Renta neta media por persona",2022,12424
"4702","Calafell",3,1,"Renta neta media por persona",2022,13145
"4703","Calafell",3,2,"Renta neta media por persona",2022,13208
"4704","Calafell",3,3,"Renta neta media por persona",2022,12199
"4705","Calafell",3,4,"Renta neta media por persona",2022,11542
"4706","Calafell",4,NA,"Renta neta media por persona",2022,13264
"4707","Calafell",4,1,"Renta neta media por persona",2022,13264
"4708","Cambrils",NA,NA,"Renta neta media por persona",2022,14671
"4709","Cambrils",1,NA,"Renta neta media por persona",2022,12218
"4710","Cambrils",1,1,"Renta neta media por persona",2022,12067
"4711","Cambrils",1,2,"Renta neta media por persona",2022,12156
"4712","Cambrils",1,3,"Renta neta media por persona",2022,11446
"4713","Cambrils",1,4,"Renta neta media por persona",2022,12616
"4714","Cambrils",1,5,"Renta neta media por persona",2022,14607
"4715","Cambrils",1,6,"Renta neta media por persona",2022,11132
"4716","Cambrils",2,NA,"Renta neta media por persona",2022,16108
"4717","Cambrils",2,1,"Renta neta media por persona",2022,14233
"4718","Cambrils",2,2,"Renta neta media por persona",2022,11293
"4719","Cambrils",2,3,"Renta neta media por persona",2022,17827
"4720","Cambrils",2,4,"Renta neta media por persona",2022,12945
"4721","Cambrils",2,5,"Renta neta media por persona",2022,17888
"4722","Cambrils",2,6,"Renta neta media por persona",2022,16918
"4723","Cambrils",2,7,"Renta neta media por persona",2022,17878
"4724","Cambrils",2,8,"Renta neta media por persona",2022,12008
"4725","Cambrils",2,9,"Renta neta media por persona",2022,18668
"4726","Cambrils",2,10,"Renta neta media por persona",2022,15586
"4727","Capafonts",NA,NA,"Renta neta media por persona",2022,16799
"4728","Capafonts",1,NA,"Renta neta media por persona",2022,16799
"4729","Capafonts",1,1,"Renta neta media por persona",2022,16799
"4730","Capçanes",NA,NA,"Renta neta media por persona",2022,14364
"4731","Capçanes",1,NA,"Renta neta media por persona",2022,14364
"4732","Capçanes",1,1,"Renta neta media por persona",2022,14364
"4733","Caseres",NA,NA,"Renta neta media por persona",2022,11847
"4734","Caseres",1,NA,"Renta neta media por persona",2022,11847
"4735","Caseres",1,1,"Renta neta media por persona",2022,11847
"4736","Castellvell del Camp",NA,NA,"Renta neta media por persona",2022,18764
"4737","Castellvell del Camp",1,NA,"Renta neta media por persona",2022,18764
"4738","Castellvell del Camp",1,1,"Renta neta media por persona",2022,15619
"4739","Castellvell del Camp",1,2,"Renta neta media por persona",2022,20642
"4740","el Catllar",NA,NA,"Renta neta media por persona",2022,16578
"4741","el Catllar",1,NA,"Renta neta media por persona",2022,16578
"4742","el Catllar",1,1,"Renta neta media por persona",2022,16342
"4743","el Catllar",1,2,"Renta neta media por persona",2022,16920
"4744","la Sénia",NA,NA,"Renta neta media por persona",2022,11655
"4745","la Sénia",1,NA,"Renta neta media por persona",2022,11914
"4746","la Sénia",1,1,"Renta neta media por persona",2022,11914
"4747","la Sénia",2,NA,"Renta neta media por persona",2022,11497
"4748","la Sénia",2,1,"Renta neta media por persona",2022,11086
"4749","la Sénia",2,2,"Renta neta media por persona",2022,12466
"4750","Colldejou",NA,NA,"Renta neta media por persona",2022,14055
"4751","Colldejou",1,NA,"Renta neta media por persona",2022,14055
"4752","Colldejou",1,1,"Renta neta media por persona",2022,14055
"4753","Conesa",NA,NA,"Renta neta media por persona",2022,13966
"4754","Conesa",1,NA,"Renta neta media por persona",2022,13966
"4755","Conesa",1,1,"Renta neta media por persona",2022,13966
"4756","Constantí",NA,NA,"Renta neta media por persona",2022,11364
"4757","Constantí",1,NA,"Renta neta media por persona",2022,10418
"4758","Constantí",1,1,"Renta neta media por persona",2022,12626
"4759","Constantí",1,2,"Renta neta media por persona",2022,7412
"4760","Constantí",2,NA,"Renta neta media por persona",2022,12635
"4761","Constantí",2,1,"Renta neta media por persona",2022,12635
"4762","Corbera d'Ebre",NA,NA,"Renta neta media por persona",2022,12232
"4763","Corbera d'Ebre",1,NA,"Renta neta media por persona",2022,12232
"4764","Corbera d'Ebre",1,1,"Renta neta media por persona",2022,12232
"4765","Cornudella de Montsant",NA,NA,"Renta neta media por persona",2022,13906
"4766","Cornudella de Montsant",1,NA,"Renta neta media por persona",2022,13906
"4767","Cornudella de Montsant",1,1,"Renta neta media por persona",2022,13906
"4768","Creixell",NA,NA,"Renta neta media por persona",2022,13679
"4769","Creixell",1,NA,"Renta neta media por persona",2022,13679
"4770","Creixell",1,1,"Renta neta media por persona",2022,13974
"4771","Creixell",1,2,"Renta neta media por persona",2022,13393
"4772","Cunit",NA,NA,"Renta neta media por persona",2022,12936
"4773","Cunit",1,NA,"Renta neta media por persona",2022,12936
"4774","Cunit",1,1,"Renta neta media por persona",2022,13818
"4775","Cunit",1,2,"Renta neta media por persona",2022,13253
"4776","Cunit",1,3,"Renta neta media por persona",2022,11519
"4777","Cunit",1,4,"Renta neta media por persona",2022,12712
"4778","Cunit",1,5,"Renta neta media por persona",2022,13487
"4779","Xerta",NA,NA,"Renta neta media por persona",2022,12657
"4780","Xerta",1,NA,"Renta neta media por persona",2022,12657
"4781","Xerta",1,1,"Renta neta media por persona",2022,12657
"4782","Duesaigües",NA,NA,"Renta neta media por persona",2022,14160
"4783","Duesaigües",1,NA,"Renta neta media por persona",2022,14160
"4784","Duesaigües",1,1,"Renta neta media por persona",2022,14160
"4785","l'Espluga de Francolí",NA,NA,"Renta neta media por persona",2022,14174
"4786","l'Espluga de Francolí",1,NA,"Renta neta media por persona",2022,14333
"4787","l'Espluga de Francolí",1,1,"Renta neta media por persona",2022,14333
"4788","l'Espluga de Francolí",2,NA,"Renta neta media por persona",2022,13956
"4789","l'Espluga de Francolí",2,1,"Renta neta media por persona",2022,13956
"4790","Falset",NA,NA,"Renta neta media por persona",2022,14155
"4791","Falset",1,NA,"Renta neta media por persona",2022,13105
"4792","Falset",1,1,"Renta neta media por persona",2022,13105
"4793","Falset",2,NA,"Renta neta media por persona",2022,14856
"4794","Falset",2,1,"Renta neta media por persona",2022,14856
"4795","la Fatarella",NA,NA,"Renta neta media por persona",2022,13470
"4796","la Fatarella",1,NA,"Renta neta media por persona",2022,13470
"4797","la Fatarella",1,1,"Renta neta media por persona",2022,13470
"4798","la Figuera",NA,NA,"Renta neta media por persona",2022,12193
"4799","la Figuera",1,NA,"Renta neta media por persona",2022,12193
"4800","la Figuera",1,1,"Renta neta media por persona",2022,12193
"4801","Figuerola del Camp",NA,NA,"Renta neta media por persona",2022,15585
"4802","Figuerola del Camp",1,NA,"Renta neta media por persona",2022,15585
"4803","Figuerola del Camp",1,1,"Renta neta media por persona",2022,15585
"4804","Flix",NA,NA,"Renta neta media por persona",2022,15762
"4805","Flix",1,NA,"Renta neta media por persona",2022,15589
"4806","Flix",1,1,"Renta neta media por persona",2022,14679
"4807","Flix",1,2,"Renta neta media por persona",2022,16373
"4808","Flix",2,NA,"Renta neta media por persona",2022,16178
"4809","Flix",2,1,"Renta neta media por persona",2022,16178
"4810","Forès",NA,NA,"Renta neta media por persona",2022,17869
"4811","Forès",1,NA,"Renta neta media por persona",2022,17869
"4812","Forès",1,1,"Renta neta media por persona",2022,17869
"4813","Freginals",NA,NA,"Renta neta media por persona",2022,12778
"4814","Freginals",1,NA,"Renta neta media por persona",2022,12778
"4815","Freginals",1,1,"Renta neta media por persona",2022,12778
"4816","la Galera",NA,NA,"Renta neta media por persona",2022,11002
"4817","la Galera",1,NA,"Renta neta media por persona",2022,11002
"4818","la Galera",1,1,"Renta neta media por persona",2022,11002
"4819","Gandesa",NA,NA,"Renta neta media por persona",2022,12561
"4820","Gandesa",1,NA,"Renta neta media por persona",2022,12782
"4821","Gandesa",1,1,"Renta neta media por persona",2022,12782
"4822","Gandesa",2,NA,"Renta neta media por persona",2022,12235
"4823","Gandesa",2,1,"Renta neta media por persona",2022,12235
"4824","Garcia",NA,NA,"Renta neta media por persona",2022,12230
"4825","Garcia",1,NA,"Renta neta media por persona",2022,12230
"4826","Garcia",1,1,"Renta neta media por persona",2022,12230
"4827","els Garidells",NA,NA,"Renta neta media por persona",2022,15631
"4828","els Garidells",1,NA,"Renta neta media por persona",2022,15631
"4829","els Garidells",1,1,"Renta neta media por persona",2022,15631
"4830","Ginestar",NA,NA,"Renta neta media por persona",2022,12264
"4831","Ginestar",1,NA,"Renta neta media por persona",2022,12264
"4832","Ginestar",1,1,"Renta neta media por persona",2022,12264
"4833","Godall",NA,NA,"Renta neta media por persona",2022,11272
"4834","Godall",1,NA,"Renta neta media por persona",2022,11272
"4835","Godall",1,1,"Renta neta media por persona",2022,11272
"4836","Gratallops",NA,NA,"Renta neta media por persona",2022,14897
"4837","Gratallops",1,NA,"Renta neta media por persona",2022,14897
"4838","Gratallops",1,1,"Renta neta media por persona",2022,14897
"4839","els Guiamets",NA,NA,"Renta neta media por persona",2022,15267
"4840","els Guiamets",1,NA,"Renta neta media por persona",2022,15267
"4841","els Guiamets",1,1,"Renta neta media por persona",2022,15267
"4842","Horta de Sant Joan",NA,NA,"Renta neta media por persona",2022,11730
"4843","Horta de Sant Joan",1,NA,"Renta neta media por persona",2022,11730
"4844","Horta de Sant Joan",1,1,"Renta neta media por persona",2022,11730
"4845","el Lloar",NA,NA,"Renta neta media por persona",2022,13492
"4846","el Lloar",1,NA,"Renta neta media por persona",2022,13492
"4847","el Lloar",1,1,"Renta neta media por persona",2022,13492
"4848","Llorac",NA,NA,"Renta neta media por persona",2022,17869
"4849","Llorac",1,NA,"Renta neta media por persona",2022,17869
"4850","Llorac",1,1,"Renta neta media por persona",2022,17869
"4851","Llorenç del Penedès",NA,NA,"Renta neta media por persona",2022,14875
"4852","Llorenç del Penedès",1,NA,"Renta neta media por persona",2022,14875
"4853","Llorenç del Penedès",1,1,"Renta neta media por persona",2022,14875
"4854","Margalef",NA,NA,"Renta neta media por persona",2022,14775
"4855","Margalef",1,NA,"Renta neta media por persona",2022,14775
"4856","Margalef",1,1,"Renta neta media por persona",2022,14775
"4857","Marçà",NA,NA,"Renta neta media por persona",2022,13409
"4858","Marçà",1,NA,"Renta neta media por persona",2022,13409
"4859","Marçà",1,1,"Renta neta media por persona",2022,13409
"4860","Mas de Barberans",NA,NA,"Renta neta media por persona",2022,11862
"4861","Mas de Barberans",1,NA,"Renta neta media por persona",2022,11862
"4862","Mas de Barberans",1,1,"Renta neta media por persona",2022,11862
"4863","Masdenverge",NA,NA,"Renta neta media por persona",2022,12378
"4864","Masdenverge",1,NA,"Renta neta media por persona",2022,12378
"4865","Masdenverge",1,1,"Renta neta media por persona",2022,12378
"4866","Masllorenç",NA,NA,"Renta neta media por persona",2022,13185
"4867","Masllorenç",1,NA,"Renta neta media por persona",2022,13185
"4868","Masllorenç",1,1,"Renta neta media por persona",2022,13185
"4869","la Masó",NA,NA,"Renta neta media por persona",2022,15760
"4870","la Masó",1,NA,"Renta neta media por persona",2022,15760
"4871","la Masó",1,1,"Renta neta media por persona",2022,15760
"4872","Maspujols",NA,NA,"Renta neta media por persona",2022,15773
"4873","Maspujols",1,NA,"Renta neta media por persona",2022,15773
"4874","Maspujols",1,1,"Renta neta media por persona",2022,15773
"4875","el Masroig",NA,NA,"Renta neta media por persona",2022,12325
"4876","el Masroig",1,NA,"Renta neta media por persona",2022,12325
"4877","el Masroig",1,1,"Renta neta media por persona",2022,12325
"4878","el Milà",NA,NA,"Renta neta media por persona",2022,13268
"4879","el Milà",1,NA,"Renta neta media por persona",2022,13268
"4880","el Milà",1,1,"Renta neta media por persona",2022,13268
"4881","Miravet",NA,NA,"Renta neta media por persona",2022,12812
"4882","Miravet",1,NA,"Renta neta media por persona",2022,12812
"4883","Miravet",1,1,"Renta neta media por persona",2022,12812
"4884","el Molar",NA,NA,"Renta neta media por persona",2022,13325
"4885","el Molar",1,NA,"Renta neta media por persona",2022,13325
"4886","el Molar",1,1,"Renta neta media por persona",2022,13325
"4887","Montblanc",NA,NA,"Renta neta media por persona",2022,14928
"4888","Montblanc",1,NA,"Renta neta media por persona",2022,13513
"4889","Montblanc",1,1,"Renta neta media por persona",2022,13513
"4890","Montblanc",2,NA,"Renta neta media por persona",2022,15270
"4891","Montblanc",2,1,"Renta neta media por persona",2022,15472
"4892","Montblanc",2,2,"Renta neta media por persona",2022,14247
"4893","Montblanc",2,3,"Renta neta media por persona",2022,16945
"4894","Montbrió del Camp",NA,NA,"Renta neta media por persona",2022,13802
"4895","Montbrió del Camp",1,NA,"Renta neta media por persona",2022,13802
"4896","Montbrió del Camp",1,1,"Renta neta media por persona",2022,13010
"4897","Montbrió del Camp",1,2,"Renta neta media por persona",2022,14469
"4898","Montferri",NA,NA,"Renta neta media por persona",2022,12732
"4899","Montferri",1,NA,"Renta neta media por persona",2022,12732
"4900","Montferri",1,1,"Renta neta media por persona",2022,12732
"4901","el Montmell",NA,NA,"Renta neta media por persona",2022,11396
"4902","el Montmell",1,NA,"Renta neta media por persona",2022,11396
"4903","el Montmell",1,1,"Renta neta media por persona",2022,11396
"4904","Mont-ral",NA,NA,"Renta neta media por persona",2022,15047
"4905","Mont-ral",1,NA,"Renta neta media por persona",2022,15047
"4906","Mont-ral",1,1,"Renta neta media por persona",2022,15047
"4907","Mont-roig del Camp",NA,NA,"Renta neta media por persona",2022,12649
"4908","Mont-roig del Camp",1,NA,"Renta neta media por persona",2022,12649
"4909","Mont-roig del Camp",1,1,"Renta neta media por persona",2022,11835
"4910","Mont-roig del Camp",1,2,"Renta neta media por persona",2022,13161
"4911","Mont-roig del Camp",1,3,"Renta neta media por persona",2022,12069
"4912","Mont-roig del Camp",1,4,"Renta neta media por persona",2022,13784
"4913","Mont-roig del Camp",1,5,"Renta neta media por persona",2022,12797
"4914","Mont-roig del Camp",1,6,"Renta neta media por persona",2022,12488
"4915","Mont-roig del Camp",1,7,"Renta neta media por persona",2022,11805
"4916","Mont-roig del Camp",1,8,"Renta neta media por persona",2022,13490
"4917","Móra d'Ebre",NA,NA,"Renta neta media por persona",2022,13557
"4918","Móra d'Ebre",1,NA,"Renta neta media por persona",2022,14136
"4919","Móra d'Ebre",1,1,"Renta neta media por persona",2022,13003
"4920","Móra d'Ebre",1,2,"Renta neta media por persona",2022,14993
"4921","Móra d'Ebre",2,NA,"Renta neta media por persona",2022,11991
"4922","Móra d'Ebre",2,1,"Renta neta media por persona",2022,11991
"4923","Móra la Nova",NA,NA,"Renta neta media por persona",2022,12634
"4924","Móra la Nova",1,NA,"Renta neta media por persona",2022,12941
"4925","Móra la Nova",1,1,"Renta neta media por persona",2022,12941
"4926","Móra la Nova",2,NA,"Renta neta media por persona",2022,12222
"4927","Móra la Nova",2,1,"Renta neta media por persona",2022,12222
